-8.396506805 -4.506020779 31.3194734
-8.299244654 -4.425075775 31.205264
-8.202390432 -4.34750991 31.08904087
-8.106018419 -4.273297337 30.97093053
-8.010200392 -4.20240805 30.85105623
-7.915005584 -4.1348082 30.72953785
-7.820500649 -4.070460411 30.60649184
-7.726749643 -4.009324082 30.48203116
-7.633814004 -3.951355689 30.35626522
-7.541752546 -3.896509074 30.22929991
-7.450621459 -3.84473573 30.10123751
-7.360474316 -3.795985078 29.97217677
-7.271362085 -3.750204724 29.84221288
-7.183333151 -3.70734072 29.71143754
-7.09643334 -3.667337803 29.57993895
-7.010705952 -3.63013963 29.4478019
-6.926191794 -3.595688997 29.31510782
-6.842929224 -3.563928052 29.18193485
-6.760954195 -3.534798491 29.04835789
-6.680300302 -3.508241745 28.9144487
-6.600998838 -3.484199161 28.78027597
-6.523078846 -3.462612161 28.64590545
-6.446567179 -3.4434224 28.51139998
-6.37148856 -3.426571909 28.37681962
-6.297865643 -3.412003224 28.24222173
-6.225719083 -3.399659516 28.1076611
-6.155067594 -3.389484698 27.97319
-6.085928021 -3.38142353 27.83885834
-6.018315409 -3.375421712 27.7047137
-5.952243067 -3.371425973 27.57080149
-5.887722639 -3.369384143 27.43716501
-5.824764177 -3.369245224 27.30384558
-5.763376203 -3.370959449 27.17088259
-5.703565784 -3.374478339 27.03831364
-5.645338598 -3.379754747 26.90617461
-5.588699002 -3.386742897 26.77449976
-5.533650099 -3.395398419 26.64332182
-5.480193807 -3.405678379 26.51267204
-5.428330922 -3.417541297 26.38258033
-5.378061181 -3.430947167 26.25307533
-5.329383331 -3.445857468 26.12418444
-5.282295184 -3.462235175 25.99593394
-5.236793684 -3.480044758 25.86834909
-5.192874961 -3.499252187 25.74145412
-5.150534391 -3.519824922 25.61527237
-5.109766655 -3.541731914 25.48982634
-5.070565786 -3.564943588 25.36513772
-5.032925231 -3.589431836 25.24122751
-4.996837896 -3.615169995 25.11811601
-4.962296199 -3.642132838 24.99582295
-4.929292115 -3.670296547 24.87436749
-4.897817225 -3.699638695 24.75376828
-4.867862762 -3.730138222 24.63404354
-4.839419649 -3.761775412 24.51521109
-4.812478543 -3.794531863 24.39728837
-4.787029876 -3.828390464 24.28029254
-4.763063891 -3.863335365 24.16424047
-4.740570677 -3.899351946 24.04914882
-4.719540209 -3.936426789 23.93503404
-4.699962374 -3.974547648 23.82191246
-4.681827005 -4.013703414 23.70980027
-4.665123916 -4.053884088 23.5987136
-4.64984292 -4.095080744 23.48866852
-4.635973866 -4.137285499 23.3796811
-4.623506656 -4.18049148 23.27176743
-4.612431277 -4.224692788 23.16494364
-4.602737815 -4.269884469 23.05922595
-4.594416481 -4.316062476 22.95463067
-4.587457631 -4.36322364 22.85117427
-4.581851781 -4.411365631 22.74887337
-4.577589627 -4.460486927 22.64774477
-4.57466206 -4.510586779 22.5478055
-4.573060178 -4.561665181 22.44907282
-4.572775303 -4.613722828 22.35156426
-4.573798991 -4.666761089 22.25529763
-4.576123044 -4.720781971 22.16029104
